name,description,alias,type,has_cli,has_native_addon,has_wasm,related
stats/array/stdevwd,Calculate the standard deviation of an array using Welford's algorithm.,,,false,false,false,
stats/array/stdevyc,Calculate the standard deviation of an array using a one-pass algorithm proposed by Youngs and Cramer.,,,false,false,false,
stats/array/variance,Calculate the variance of an array.,,,false,false,false,
stats/array/variancech,Calculate the variance of an array using a one-pass trial mean algorithm.,,,false,false,false,
stats/array/variancepn,Calculate the variance of an array using a two-pass algorithm.,,,false,false,false,
stats/array/variancetk,Calculate the variance of an array using a one-pass textbook algorithm.,,,false,false,false,
stats/array/variancewd,Calculate the variance of an array using Welford's algorithm.,,,false,false,false,
stats/array/varianceyc,Calculate the variance of an array using a one-pass algorithm proposed by Youngs and Cramer.,,,false,false,false,
stats/bartlett-test,Bartlett’s test for equal variances.,bartlettTest,Function,false,false,false,stats/vartest;stats/levene-test
stats/base/cumax,Calculate the cumulative maximum of a strided array.,base.strided.cumax,Function,false,false,false,stats/base/cumin;stats/strided/dcumax;stats/strided/scumax
stats/base/cumaxabs,Calculate the cumulative maximum absolute value of a strided array.,base.strided.cumaxabs,Function,false,false,false,stats/base/cumax;stats/base/cuminabs;stats/strided/dcumaxabs;stats/strided/scumaxabs
stats/base/cumin,Calculate the cumulative minimum of a strided array.,base.strided.cumin,Function,false,false,false,stats/base/cumax;stats/strided/dcumin;stats/strided/scumin
stats/base/cuminabs,Calculate the cumulative minimum absolute value of a strided array.,base.strided.cuminabs,Function,false,false,false,stats/base/cumaxabs;stats/base/cumin;stats/strided/dcuminabs;stats/strided/scuminabs
stats/base/dists/arcsine/cdf,Arcsine distribution cumulative distribution function (CDF).,base.dists.arcsine.cdf,Function,false,true,false,
stats/base/dists/arcsine/ctor,Arcsine distribution constructor.,base.dists.arcsine.Arcsine,Function,false,false,false,
stats/base/dists/arcsine/entropy,Arcsine distribution differential entropy.,base.dists.arcsine.entropy,Function,false,true,false,
stats/base/dists/arcsine/kurtosis,Arcsine distribution excess kurtosis.,base.dists.arcsine.kurtosis,Function,false,true,false,
stats/base/dists/arcsine/logcdf,Arcsine distribution logarithm of cumulative distribution function (CDF).,base.dists.arcsine.logcdf,Function,false,false,false,
stats/base/dists/arcsine/logpdf,Arcsine distribution logarithm of probability density function (PDF).,base.dists.arcsine.logpdf,Function,false,true,false,
stats/base/dists/arcsine/mean,Arcsine distribution expected value.,base.dists.arcsine.mean,Function,false,true,false,
stats/base/dists/arcsine/median,Arcsine distribution median.,base.dists.arcsine.median,Function,false,true,false,
stats/base/dists/arcsine/mode,Arcsine distribution mode.,base.dists.arcsine.mode,Function,false,true,false,
stats/base/dists/arcsine,Arcsine distribution.,,,false,false,false,
stats/base/dists/arcsine/pdf,Arcsine distribution probability density function (PDF).,base.dists.arcsine.pdf,Function,false,true,false,
stats/base/dists/arcsine/quantile,Arcsine distribution quantile function.,base.dists.arcsine.quantile,Function,false,true,false,
stats/base/dists/arcsine/skewness,Arcsine distribution skewness.,base.dists.arcsine.skewness,Function,false,true,false,
stats/base/dists/arcsine/stdev,Arcsine distribution standard deviation.,base.dists.arcsine.stdev,Function,false,true,false,
stats/base/dists/arcsine/variance,Arcsine distribution variance.,base.dists.arcsine.variance,Function,false,true,false,
stats/base/dists/bernoulli/cdf,Bernoulli distribution cumulative distribution function (CDF).,base.dists.bernoulli.cdf,Function,false,true,false,
stats/base/dists/bernoulli/ctor,Bernoulli distribution constructor.,base.dists.bernoulli.Bernoulli,Function,false,false,false,
stats/base/dists/bernoulli/entropy,Bernoulli distribution entropy.,base.dists.bernoulli.entropy,Function,false,true,false,
stats/base/dists/bernoulli/kurtosis,Bernoulli distribution excess kurtosis.,base.dists.bernoulli.kurtosis,Function,false,true,false,
stats/base/dists/bernoulli/mean,Bernoulli distribution expected value.,base.dists.bernoulli.mean,Function,false,true,false,
stats/base/dists/bernoulli/median,Bernoulli distribution median.,base.dists.bernoulli.median,Function,false,true,false,
stats/base/dists/bernoulli/mgf,Bernoulli distribution moment-generating function (MGF).,base.dists.bernoulli.mgf,Function,false,true,false,
stats/base/dists/bernoulli/mode,Bernoulli distribution mode.,base.dists.bernoulli.mode,Function,false,true,false,
stats/base/dists/bernoulli,Bernoulli distribution.,,,false,false,false,
stats/base/dists/bernoulli/pmf,Bernoulli distribution probability mass function (PMF).,base.dists.bernoulli.pmf,Function,false,true,false,
stats/base/dists/bernoulli/quantile,Bernoulli distribution quantile function.,base.dists.bernoulli.quantile,Function,false,true,false,
stats/base/dists/bernoulli/skewness,Bernoulli distribution skewness.,base.dists.bernoulli.skewness,Function,false,true,false,
stats/base/dists/bernoulli/stdev,Bernoulli distribution standard deviation.,base.dists.bernoulli.stdev,Function,false,true,false,
stats/base/dists/bernoulli/variance,Bernoulli distribution variance.,base.dists.bernoulli.variance,Function,false,true,false,
stats/base/dists/beta/cdf,Beta distribution cumulative distribution function (CDF).,base.dists.beta.cdf,Function,false,false,false,
stats/base/dists/beta/ctor,Beta distribution constructor.,base.dists.beta.Beta,Function,false,false,false,
stats/base/dists/beta/entropy,Beta distribution differential entropy.,base.dists.beta.entropy,Function,false,true,false,
stats/base/dists/beta/kurtosis,Beta distribution excess kurtosis.,base.dists.beta.kurtosis,Function,false,true,false,
stats/base/dists/beta/logcdf,Beta distribution logarithm of cumulative distribution function (CDF).,base.dists.beta.logcdf,Function,false,false,false,
stats/base/dists/beta/logpdf,Beta distribution logarithm of probability density function (PDF).,base.dists.beta.logpdf,Function,false,true,false,
stats/base/dists/beta/mean,Beta distribution expected value.,base.dists.beta.mean,Function,false,true,false,
stats/base/dists/beta/median,Beta distribution median.,base.dists.beta.median,Function,false,false,false,
stats/base/dists/beta/mgf,Beta distribution moment-generating function (MGF).,base.dists.beta.mgf,Function,false,true,false,
stats/base/dists/beta/mode,Beta distribution mode.,base.dists.beta.mode,Function,false,true,false,
stats/base/dists/beta,Beta distribution.,,,false,false,false,
stats/base/dists/beta/pdf,Beta distribution probability density function (PDF).,base.dists.beta.pdf,Function,false,true,false,
stats/base/dists/beta/quantile,Beta distribution quantile function.,base.dists.beta.quantile,Function,false,false,false,
stats/base/dists/beta/skewness,Beta distribution skewness.,base.dists.beta.skewness,Function,false,true,false,
stats/base/dists/beta/stdev,Beta distribution standard deviation.,base.dists.beta.stdev,Function,false,true,false,
stats/base/dists/beta/variance,Beta distribution variance.,base.dists.beta.variance,Function,false,true,false,
stats/base/dists/betaprime/cdf,Beta prime distribution cumulative distribution function (CDF).,base.dists.betaprime.cdf,Function,false,false,false,
stats/base/dists/betaprime/ctor,Beta prime distribution constructor.,base.dists.betaprime.BetaPrime,Function,false,false,false,
stats/base/dists/betaprime/kurtosis,Beta prime distribution excess kurtosis.,base.dists.betaprime.kurtosis,Function,false,true,false,
stats/base/dists/betaprime/logcdf,Evaluate the natural logarithm of the cumulative distribution function (CDF) for a beta prime distribution.,base.dists.betaprime.logcdf,Function,false,false,false,
stats/base/dists/betaprime/logpdf,Beta prime distribution logarithm of probability density function (PDF).,base.dists.betaprime.logpdf,Function,false,true,false,
stats/base/dists/betaprime/mean,Beta prime distribution expected value.,base.dists.betaprime.mean,Function,false,true,false,
stats/base/dists/betaprime/mode,Beta prime distribution mode.,base.dists.betaprime.mode,Function,false,true,false,
stats/base/dists/betaprime,Beta prime distribution.,,,false,false,false,
stats/base/dists/betaprime/pdf,Beta prime distribution probability density function (PDF).,base.dists.betaprime.pdf,Function,false,true,false,
stats/base/dists/betaprime/quantile,Beta prime distribution quantile function.,base.dists.betaprime.quantile,Function,false,false,false,
stats/base/dists/betaprime/skewness,Beta prime distribution skewness.,base.dists.betaprime.skewness,Function,false,true,false,
stats/base/dists/betaprime/stdev,Beta prime distribution standard deviation.,base.dists.betaprime.stdev,Function,false,true,false,
stats/base/dists/betaprime/variance,Beta prime distribution variance.,base.dists.betaprime.variance,Function,false,true,false,
stats/base/dists/binomial/cdf,Binomial distribution cumulative distribution function (CDF).,base.dists.binomial.cdf,Function,false,false,false,
stats/base/dists/binomial/ctor,Binomial distribution constructor.,base.dists.binomial.Binomial,Function,false,false,false,
stats/base/dists/binomial/entropy,Binomial distribution entropy.,base.dists.binomial.entropy,Function,false,true,false,
stats/base/dists/binomial/kurtosis,Binomial distribution excess kurtosis.,base.dists.binomial.kurtosis,Function,false,true,false,
